,Car_Name,Brand,Model,Year,Variant,Fuel_Type,Kms_Driven,City,Price,Test_Drive_Availability
198,Volkswagen Polo Highline1.5L (D),Volkswagen,Polo,2014,Highline1.5L (D),Diesel,91547,"Uppal, Hyderabad",445000,Great Price
199,Volkswagen Ameo Comfortline 1.2L,Volkswagen,Ameo,2016,Comfortline 1.2L,Petrol,64259,"Nagarjuna Hills, Hyderabad",450000,Home Test Drive
200,Nissan Magnite XV Premium,Nissan,Magnite,2021,XV Premium,Petrol,47856,"Beerappagadda, Hyderabad",874000,Home Test Drive
201,Hyundai i10 Sportz 1.1,Hyundai,i10,2015,Sportz 1.1,LPG,44179,"Jubilee Hills, Hyderabad",373000,Home Test Drive
202,Mahindra Thar LX Hard,Mahindra,Thar,2021,LX Hard,Petrol,29599,"Jntu Kukat Pally,",1290585,Home Test Drive
203,Hyundai Elite i20 Sportz,Hyundai,Elite,2015,i20 Sportz,Petrol,82359,"Uppal, Hyderabad",495000,Home Test Drive
204,Mahindra Marazzo M2 8,Mahindra,Marazzo,2018,M2 8,Diesel,109496,"Uppal, Hyderabad",850000,Home Test Drive
205,Maruti Suzuki Dzire VXi,Maruti,Suzuki,2022,Dzire VXi,Petrol,38791,"Uppal, Hyderabad",699999,Home Test Drive
206,MG Comet EV Plush,MG,Comet,2023,EV Plush,Electric,15573,"Nagarjuna Hills, Hyderabad",700000,Home Test Drive
207,Hyundai i10 Sportz 1.2,Hyundai,i10,2010,Sportz 1.2,Petrol,41151,"Uppal, Hyderabad",265000,Home Test Drive
208,Maruti Suzuki Celerio VXi,Maruti,Suzuki,2016,Celerio VXi,Petrol,70759,"Uppal, Hyderabad",420000,Home Test Drive
209,Maruti Suzuki Celerio ZXi,Maruti,Suzuki,2016,Celerio ZXi,Petrol,65311,"Uppal, Hyderabad",415000,Home Test Drive
210,Hyundai Venue SX 1.5,Hyundai,Venue,2021,SX 1.5,Diesel,72668,"Uppal, Hyderabad",960000,Home Test Drive
211,Volkswagen Polo Highline1.5L (D),Volkswagen,Polo,2014,Highline1.5L (D),Diesel,91547,"Uppal, Hyderabad",445000,Home Test Drive
212,Volkswagen Ameo Comfortline 1.2L,Volkswagen,Ameo,2016,Comfortline 1.2L,Petrol,64259,"Nagarjuna Hills, Hyderabad",450000,Home Test Drive
213,Hyundai i10 Sportz 1.1,Hyundai,i10,2014,Sportz 1.1,LPG,46868,"Jubilee Hills, Hyderabad",350000,Just Arrived
214,Volkswagen Taigun Highline 1.0,Volkswagen,Taigun,2022,Highline 1.0,Petrol,31334,"Jntu Kukat Pally,",1196724,Home Test Drive
215,Maruti Suzuki Dzire ZDi,Maruti,Suzuki,2018,Dzire ZDi,Diesel,78962,"Bellavista, Hyderabad",755000,Just Arrived
216,Hyundai Creta 1.6 SX,Hyundai,Creta,2018,1.6 SX,Petrol,54336,"Jntu Kukat Pally,",921000,Home Test Drive
217,Hyundai Creta 1.6 SX,Hyundai,Creta,2018,1.6 SX,Petrol,54336,"Bellavista, Hyderabad",921000,Home Test Drive
218,Hyundai Verna SX (O),Hyundai,Verna,2017,SX (O),Diesel,79731,"Beerappagadda, Hyderabad",778000,Home Test Drive
219,Hyundai Verna SX 1.5,Hyundai,Verna,2021,SX 1.5,Petrol,46280,"Beerappagadda, Hyderabad",974000,Just Arrived
220,Maruti Suzuki Dzire ZDi,Maruti,Suzuki,2018,Dzire ZDi,Diesel,78962,"Beerappagadda, Hyderabad",755000,Just Arrived
221,Maruti Suzuki Wagon R,Maruti,Suzuki,2022,Wagon R,Petrol,49584,"Beerappagadda, Hyderabad",562000,Home Test Drive
222,Hyundai Venue S Plus,Hyundai,Venue,2021,S Plus,Petrol,35352,"Beerappagadda, Hyderabad",764000,Home Test Drive
223,Tata Tiago Revotron XE,Tata,Tiago,2020,Revotron XE,Petrol,6080,"Bellavista, Hyderabad",429000,Home Test Drive
224,Hyundai Verna SX (O),Hyundai,Verna,2017,SX (O),Diesel,79731,"Beerappagadda, Hyderabad",778000,Home Test Drive
225,Hyundai Venue S Plus,Hyundai,Venue,2021,S Plus,Petrol,35352,"Beerappagadda, Hyderabad",764000,Home Test Drive
226,Maruti Suzuki Wagon R,Maruti,Suzuki,2022,Wagon R,Petrol,49584,"Beerappagadda, Hyderabad",562000,Home Test Drive
227,Tata Tiago Revotron XE,Tata,Tiago,2020,Revotron XE,Petrol,6080,"Bellavista, Hyderabad",429000,Home Test Drive
228,Tata Nexon XZA Plus,Tata,Nexon,2021,XZA Plus,Petrol,32326,"Jntu Kukat Pally,",955000,Home Test Drive
229,Audi A4 Technology 40,Audi,A4,2021,Technology 40,Petrol,61322,"Madhapur, Hyderabad",3400000,Home Test Drive
230,Maruti Suzuki Ertiga VXI,Maruti,Suzuki,2022,Ertiga VXI,Petrol,53943,"Madhapur, Hyderabad",1250000,Home Test Drive
231,Audi Q5 40 TDI,Audi,Q5,2019,40 TDI,Diesel,76659,"Madhapur, Hyderabad",3700000,Home Test Drive
232,Toyota Etios Liva GD,Toyota,Etios,2016,Liva GD,Diesel,57983,"Madhapur, Hyderabad",650000,Home Test Drive
233,Maruti Suzuki XL6 Zeta,Maruti,Suzuki,2023,XL6 Zeta,Petrol,33175,"Jntu Kukat Pally,",1239173,Home Test Drive
234,Maruti Suzuki Ertiga ZXi,Maruti,Suzuki,2023,Ertiga ZXi,Petrol,18241,"Jntu Kukat Pally,",1132068,Home Test Drive
235,Nissan Magnite XV Turbo,Nissan,Magnite,2021,XV Turbo,Petrol,39223,"Beerappagadda, Hyderabad",789000,Great Price
236,Ford Figo Duratec Petrol,Ford,Figo,2011,Duratec Petrol,Petrol,58062,"Bellavista, Hyderabad",215000,Home Test Drive
237,Maruti Suzuki Ertiga ZDI,Maruti,Suzuki,2015,Ertiga ZDI,Diesel,75573,"Bellavista, Hyderabad",678000,Great Price
238,Kia Seltos GTX Plus,Kia,Seltos,2020,GTX Plus,Petrol,36620,"Jntu Kukat Pally,",1395723,Home Test Drive
239,Hyundai Creta SX (O),Hyundai,Creta,2024,SX (O),Petrol,13927,"Jntu Kukat Pally,",1783544,Home Test Drive
240,Maruti Suzuki Ciaz Alpha,Maruti,Suzuki,2021,Ciaz Alpha,Petrol,32203,"Beerappagadda, Hyderabad",926000,Home Test Drive
241,Hyundai Eon Era +,Hyundai,Eon,2017,Era +,Petrol,50867,"Bellavista, Hyderabad",288000,Home Test Drive
242,Hyundai Venue SX 1.2,Hyundai,Venue,2022,SX 1.2,Petrol,29446,"Beerappagadda, Hyderabad",965000,Home Test Drive
243,Tata Altroz XZ Petrol,Tata,Altroz,2021,XZ Petrol,Petrol,50140,"Jubilee Hills, Hyderabad",767000,Home Test Drive
244,Maruti Suzuki S-Cross Zeta,Maruti,Suzuki,2017,S-Cross Zeta,Diesel,72921,"Nagarjuna Hills, Hyderabad",600000,Home Test Drive
245,Volkswagen Virtus GT Plus,Volkswagen,Virtus,2022,GT Plus,Petrol,21939,"Madhapur, Hyderabad",1900000,Home Test Drive
246,Kia Sonet HTX Plus,Kia,Sonet,2021,HTX Plus,Petrol,70963,"Bellavista, Hyderabad",951000,Home Test Drive
247,Tata Nexon XMA Plus,Tata,Nexon,2023,XMA Plus,Petrol,31989,"Bellavista, Hyderabad",990000,Home Test Drive
248,Kia Sonet HTX Plus,Kia,Sonet,2021,HTX Plus,Petrol,70963,"Bellavista, Hyderabad",951000,Home Test Drive
249,Renault Kwid 1.0 RXT,Renault,Kwid,2016,1.0 RXT,Petrol,71425,"Bellavista, Hyderabad",275000,Home Test Drive
250,Hyundai Venue SX (O),Hyundai,Venue,2022,SX (O),Diesel,22837,"Jntu Kukat Pally,",1172468,Home Test Drive
251,Maruti Suzuki Ciaz Alpha,Maruti,Suzuki,2022,Ciaz Alpha,Petrol,26087,"Beerappagadda, Hyderabad",945000,Home Test Drive
252,Renault Kwid 1.0 RXT,Renault,Kwid,2020,1.0 RXT,Petrol,51303,"Jubilee Hills, Hyderabad",375000,Home Test Drive
253,Maruti Suzuki S-Cross Zeta,Maruti,Suzuki,2017,S-Cross Zeta,Diesel,72921,"Nagarjuna Hills, Hyderabad",600000,Home Test Drive
254,Volkswagen Virtus GT Plus,Volkswagen,Virtus,2022,GT Plus,Petrol,21939,"Madhapur, Hyderabad",1900000,Home Test Drive
255,Tata Nexon XMA Plus,Tata,Nexon,2023,XMA Plus,Petrol,31989,"Bellavista, Hyderabad",990000,Home Test Drive
256,Maruti Suzuki XL6 Zeta,Maruti,Suzuki,2024,XL6 Zeta,Petrol,16329,"Jntu Kukat Pally,",1187663,Home Test Drive
257,Ford EcoSport Trend +,Ford,EcoSport,2018,Trend +,Diesel,67108,"Bellavista, Hyderabad",722000,Home Test Drive
258,Mercedes-Benz C-Class C 220,Mercedes-Benz,C-Class,2017,C 220,Diesel,17000,"Nagarjuna Hills, Hyderabad",2700000,Home Test Drive
259,Mahindra Thar LX Hard,Mahindra,Thar,2022,LX Hard,Diesel,14706,"Jntu Kukat Pally,",1528945,Home Test Drive
260,Maruti Suzuki Ciaz Alpha,Maruti,Suzuki,2022,Ciaz Alpha,Petrol,52515,"Jntu Kukat Pally,",874000,Home Test Drive
261,Tata Nexon XZA Plus,Tata,Nexon,2018,XZA Plus,Petrol,71175,"Bellavista, Hyderabad",768000,Home Test Drive
262,Maruti Suzuki Wagon R,Maruti,Suzuki,2022,Wagon R,CNG,25575,"Beerappagadda, Hyderabad",609000,Home Test Drive
263,Hyundai Venue SX (O),Hyundai,Venue,2019,SX (O),Petrol,51314,"Bellavista, Hyderabad",797000,Home Test Drive
264,Hyundai Venue SX Plus,Hyundai,Venue,2020,SX Plus,Petrol,34100,"Bellavista, Hyderabad",942000,Home Test Drive
265,Hyundai Creta SX Plus,Hyundai,Creta,2016,SX Plus,Petrol,39230,"Beerappagadda, Hyderabad",860000,Home Test Drive
266,Toyota Innova Hycross VX,Toyota,Innova,2025,Hycross VX,Hybrid,890,"Madhapur, Hyderabad",3900000,Home Test Drive
267,Mahindra Thar LX Convertible,Mahindra,Thar,2022,LX Convertible,Diesel,24088,"Jntu Kukat Pally,",1478902,Home Test Drive
268,Kia Carnival Prestige 7,Kia,Carnival,2020,Prestige 7,Diesel,57147,"Madhapur, Hyderabad",2850000,Home Test Drive
269,Maruti Suzuki XL6 Alpha,Maruti,Suzuki,2020,XL6 Alpha,Petrol,64613,"Bellavista, Hyderabad",967000,Home Test Drive
270,Land Rover Defender 110,Land,Rover,2020,Defender 110,Petrol,56000,"Madhapur, Hyderabad",9500000,Home Test Drive
271,Renault Kwid 1.0 RXT,Renault,Kwid,2021,1.0 RXT,Petrol,18528,"Beerappagadda, Hyderabad",439000,Home Test Drive
272,Maruti Suzuki XL6 Alpha,Maruti,Suzuki,2019,XL6 Alpha,Petrol,65328,"Jntu Kukat Pally,",893000,Home Test Drive
273,Tata Altroz XZ Petrol,Tata,Altroz,2022,XZ Petrol,Petrol,62341,"Bellavista, Hyderabad",770000,Home Test Drive
274,Kia Carnival Prestige 7,Kia,Carnival,2020,Prestige 7,Diesel,57147,"Madhapur, Hyderabad",2850000,Home Test Drive
275,Maruti Suzuki XL6 Alpha,Maruti,Suzuki,2020,XL6 Alpha,Petrol,64613,"Bellavista, Hyderabad",967000,Home Test Drive
276,Land Rover Defender 110,Land,Rover,2020,Defender 110,Petrol,56000,"Madhapur, Hyderabad",9500000,Home Test Drive
277,Renault Kwid 1.0 RXT,Renault,Kwid,2021,1.0 RXT,Petrol,18528,"Beerappagadda, Hyderabad",439000,Home Test Drive
278,Jaguar XE Portfolio Diesel,Jaguar,XE,2018,Portfolio Diesel,Diesel,44000,"Madhapur, Hyderabad",2800000,Home Test Drive
279,Hyundai Venue S Plus,Hyundai,Venue,2022,S Plus,Petrol,23376,"Jubilee Hills, Hyderabad",828000,Home Test Drive
280,Hyundai Venue SX (O),Hyundai,Venue,2023,SX (O),Petrol,24811,"Jntu Kukat Pally,",1196753,Home Test Drive
281,Ford EcoSport Titanium 1.5L,Ford,EcoSport,2017,Titanium 1.5L,Petrol,75856,"Bellavista, Hyderabad",689000,Home Test Drive
282,Hyundai Venue SX Plus,Hyundai,Venue,2019,SX Plus,Petrol,63556,"Beerappagadda, Hyderabad",804000,Home Test Drive
283,Tata Nexon XZ Plus,Tata,Nexon,2021,XZ Plus,Diesel,67871,"Beerappagadda, Hyderabad",980000,Home Test Drive
284,Hyundai Creta 1.4 S,Hyundai,Creta,2019,1.4 S,Diesel,63354,"Beerappagadda, Hyderabad",1083588,Home Test Drive
285,Hyundai Creta SX Plus,Hyundai,Creta,2016,SX Plus,Petrol,39230,"Bellavista, Hyderabad",860000,Home Test Drive
286,Nissan Magnite XV Premium,Nissan,Magnite,2021,XV Premium,Petrol,42153,"Bellavista, Hyderabad",646000,Home Test Drive
287,Hyundai i20 Sportz 1.2,Hyundai,i20,2021,Sportz 1.2,Petrol,45526,"Beerappagadda, Hyderabad",652000,Home Test Drive
288,Mercedes-Benz GLA 220d [2021-2023],Mercedes-Benz,GLA,2023,220d [2021-2023],Diesel,20200,"Madhapur, Hyderabad",4500000,Home Test Drive
289,Mercedes-Benz GLE 450 4MATIC,Mercedes-Benz,GLE,2024,450 4MATIC,Petrol,9211,"Madhapur, Hyderabad",12800000,Home Test Drive
290,Mercedes-Benz S-Class Maybach S,Mercedes-Benz,S-Class,2016,Maybach S,Petrol,64433,"Madhapur, Hyderabad",7500000,Home Test Drive
291,Mercedes-Benz GLA 200 Sport,Mercedes-Benz,GLA,2017,200 Sport,Petrol,40000,"Madhapur, Hyderabad",2350000,Home Test Drive
292,Maruti Suzuki Dzire ZDi,Maruti,Suzuki,2018,Dzire ZDi,Diesel,60327,"Bellavista, Hyderabad",717000,Home Test Drive
293,Hyundai Creta EX 1.5,Hyundai,Creta,2023,EX 1.5,Petrol,30703,"Jntu Kukat Pally,",1127018,Home Test Drive
294,MG Hector Sharp 2.0,MG,Hector,2020,Sharp 2.0,Diesel,94133,"Nagarjuna Hills, Hyderabad",1250000,Great Price
295,Hyundai Venue SX Plus,Hyundai,Venue,2021,SX Plus,Petrol,27874,"Beerappagadda, Hyderabad",1043233,Home Test Drive
296,Maruti Suzuki Dzire ZDi,Maruti,Suzuki,2018,Dzire ZDi,Diesel,60327,"Bellavista, Hyderabad",717000,Home Test Drive
297,Hyundai Creta EX 1.5,Hyundai,Creta,2023,EX 1.5,Petrol,30703,"Jntu Kukat Pally,",1127018,Home Test Drive
298,MG Hector Sharp 2.0,MG,Hector,2020,Sharp 2.0,Diesel,94133,"Nagarjuna Hills, Hyderabad",1250000,Home Test Drive
299,Hyundai Venue SX Plus,Hyundai,Venue,2021,SX Plus,Petrol,27874,"Beerappagadda, Hyderabad",1043233,Home Test Drive
300,Tata Nexon XZ Plus,Tata,Nexon,2021,XZ Plus,Petrol,65041,"Bellavista, Hyderabad",881000,Home Test Drive
301,Volkswagen Polo Trendline 1.0L,Volkswagen,Polo,2021,Trendline 1.0L,Petrol,44457,"Madhapur, Hyderabad",800000,Home Test Drive
302,Nissan Magnite XV [2020],Nissan,Magnite,2021,XV [2020],Petrol,61183,"Jubilee Hills, Hyderabad",570000,Home Test Drive
303,Mahindra Thar LX Hard,Mahindra,Thar,2021,LX Hard,Diesel,43902,"Jntu Kukat Pally,",1354215,Home Test Drive
304,Tata Nexon XZA Plus,Tata,Nexon,2021,XZA Plus,Petrol,33690,"Bellavista, Hyderabad",931000,Home Test Drive
305,Hyundai Eon Era +,Hyundai,Eon,2012,Era +,Petrol,69724,"Beerappagadda, Hyderabad",197000,Home Test Drive
306,Renault Kwid 1.0 RXT,Renault,Kwid,2017,1.0 RXT,Petrol,49111,"Beerappagadda, Hyderabad",295000,Home Test Drive
307,Volvo XC90 D5 Inscription,Volvo,XC90,2020,D5 Inscription,Diesel,79000,"Madhapur, Hyderabad",6500000,
308,Audi A3 35 TFSI,Audi,A3,2018,35 TFSI,Petrol,37000,"Madhapur, Hyderabad",1900000,
309,Mercedes-Benz S-Class (W222) S,Mercedes-Benz,S-Class,2022,(W222) S,Diesel,70000,"Madhapur, Hyderabad",9900000,
310,Tata Harrier Fearless Plus,Tata,Harrier,2024,Fearless Plus,Diesel,5000,"Madhapur, Hyderabad",2600000,
311,Audi S5 Sportback 3.0,Audi,S5,2019,Sportback 3.0,Petrol,27000,"Madhapur, Hyderabad",5000000,
312,BMW X5 xDrive 30d,BMW,X5,2015,xDrive 30d,Diesel,98000,"Madhapur, Hyderabad",2900000,
313,BMW 3 Series GT,BMW,3,2019,Series GT,Diesel,45000,"Madhapur, Hyderabad",3500000,
314,BMW X1 sDrive20d xLine,BMW,X1,2016,sDrive20d xLine,Diesel,64000,"Madhapur, Hyderabad",1950000,
315,Mercedes-Benz C-Class C 220d,Mercedes-Benz,C-Class,2019,C 220d,Diesel,88000,"Madhapur, Hyderabad",2900000,
316,Mercedes-Benz CLA 200 CDI,Mercedes-Benz,CLA,2018,200 CDI,Diesel,50000,"Madhapur, Hyderabad",2600000,
317,Land Rover Range Rover,Land,Rover,2021,Range Rover,Diesel,98000,"Madhapur, Hyderabad",7300000,
318,Mercedes-Benz E-Class E 220d,Mercedes-Benz,E-Class,2021,E 220d,Diesel,44000,"Madhapur, Hyderabad",6000000,
319,Skoda Superb Sportline AT,Skoda,Superb,2020,Sportline AT,Petrol,36000,"Madhapur, Hyderabad",3500000,
320,Mercedes-Benz CLA 200 CDI,Mercedes-Benz,CLA,2018,200 CDI,Diesel,50000,"Madhapur, Hyderabad",2600000,
321,Land Rover Range Rover,Land,Rover,2021,Range Rover,Diesel,98000,"Madhapur, Hyderabad",7300000,
322,Mercedes-Benz E-Class E 220d,Mercedes-Benz,E-Class,2021,E 220d,Diesel,44000,"Madhapur, Hyderabad",6000000,
323,Skoda Superb Sportline AT,Skoda,Superb,2020,Sportline AT,Petrol,36000,"Madhapur, Hyderabad",3500000,
324,Volvo XC90 D5 AWD,Volvo,XC90,2016,D5 AWD,Diesel,94230,"Madhapur, Hyderabad",3750000,
325,Hyundai Creta 1.6 SX,Hyundai,Creta,2017,1.6 SX,Petrol,74756,"Jntu Kukat Pally,",897000,
326,Maruti Suzuki Ciaz ZDi+,Maruti,Suzuki,2017,Ciaz ZDi+,Diesel,39273,"Jubilee Hills, Hyderabad",697000,
327,Nissan Magnite XV Turbo,Nissan,Magnite,2021,XV Turbo,Petrol,45619,"Bellavista, Hyderabad",759000,
328,Ford EcoSport Titanium 1.5L,Ford,EcoSport,2020,Titanium 1.5L,Diesel,41438,"Beerappagadda, Hyderabad",856000,
329,Hyundai i20 Asta (O),Hyundai,i20,2024,Asta (O),Petrol,12844,"Jubilee Hills, Hyderabad",927000,
330,Tata Nexon XZA Plus,Tata,Nexon,2022,XZA Plus,Petrol,24362,"Beerappagadda, Hyderabad",1095753,
331,Hyundai Creta SX 1.6,Hyundai,Creta,2018,SX 1.6,Petrol,52406,"Jntu Kukat Pally,",1129995,
332,Maruti Suzuki Dzire ZDi,Maruti,Suzuki,2018,Dzire ZDi,Diesel,60327,"Beerappagadda, Hyderabad",717000,
333,Tata Tiago Revotorq XZ,Tata,Tiago,2018,Revotorq XZ,Diesel,42945,"Bellavista, Hyderabad",453000,
334,Maruti Suzuki Ertiga VXi,Maruti,Suzuki,2023,Ertiga VXi,Petrol,28230,"Jntu Kukat Pally,",880000,
335,Hyundai Creta SX (O),Hyundai,Creta,2020,SX (O),Diesel,51435,"Jntu Kukat Pally,",1488598,
336,Maruti Suzuki Dzire ZXi,Maruti,Suzuki,2020,Dzire ZXi,Petrol,50358,"Bellavista, Hyderabad",651000,
337,Porsche Cayenne S Petrol,Porsche,Cayenne,2021,S Petrol,Petrol,38000,"Madhapur, Hyderabad",12200000,
338,Volkswagen Polo Comfortline 1.0L,Volkswagen,Polo,2018,Comfortline 1.0L,Petrol,41734,"Beerappagadda, Hyderabad",527000,
339,Hyundai Creta SX 1.6,Hyundai,Creta,2018,SX 1.6,Petrol,36440,"Jubilee Hills, Hyderabad",1127975,
340,Mercedes-Benz GLC 220 d,Mercedes-Benz,GLC,2017,220 d,Diesel,68705,"Rockdale Somajiguda, Hyderabad",3300000,
341,Mercedes-Benz C-Class C 200,Mercedes-Benz,C-Class,2016,C 200,Petrol,66665,"Rockdale Somajiguda, Hyderabad",2100000,
342,Renault Kwid RXL,Renault,Kwid,2019,RXL,Petrol,44840,"Bellavista, Hyderabad",306000,
343,MINI Cooper Convertible 1.6,MINI,Cooper,2014,Convertible 1.6,Petrol,26000,"Madhapur, Hyderabad",3000000,
344,Maruti Suzuki Dzire ZXi,Maruti,Suzuki,2020,Dzire ZXi,Petrol,50358,"Bellavista, Hyderabad",651000,
345,Porsche Cayenne S Petrol,Porsche,Cayenne,2021,S Petrol,Petrol,38000,"Madhapur, Hyderabad",12200000,
346,Renault Kwid RXL,Renault,Kwid,2019,RXL,Petrol,44840,"Bellavista, Hyderabad",306000,
347,Mahindra Thar LX Hard,Mahindra,Thar,2022,LX Hard,Petrol,10187,"Beerappagadda, Hyderabad",1372493,
348,Tata Altroz XZ Plus,Tata,Altroz,2023,XZ Plus,CNG,14822,"Beerappagadda, Hyderabad",797000,
349,Hyundai Creta SX 1.6,Hyundai,Creta,2018,SX 1.6,Petrol,36440,"Jubilee Hills, Hyderabad",1127975,
350,Jeep Compass Model S,Jeep,Compass,2022,Model S,Diesel,35473,"Jntu Kukat Pally,",2348108,
351,BMW X5 xDrive 30d,BMW,X5,2018,xDrive 30d,Diesel,70300,"Madhapur, Hyderabad",4495000,
352,Ford EcoSport Titanium 1.5L,Ford,EcoSport,2016,Titanium 1.5L,Diesel,112659,"Uppal, Hyderabad",645000,
353,Hyundai i10 Magna,Hyundai,i10,2009,Magna,Petrol,69364,"1 | Uppal,",260000,
354,Maruti Suzuki Swift DZire,Maruti,Suzuki,2015,Swift DZire,Diesel,99576,"Uppal, Hyderabad",585000,
355,MG Hector Sharp Hybrid,MG,Hector,2020,Sharp Hybrid,Hybrid,90213,"Nagarjuna Hills, Hyderabad",1150000,
356,MG Astor Savvy 1.5,MG,Astor,2021,Savvy 1.5,Petrol,14000,"Nagarjuna Hills, Hyderabad",1350000,
357,Maruti Suzuki Alto LXi,Maruti,Suzuki,2010,Alto LXi,Petrol,117729,"Uppal, Hyderabad",145000,
358,Volkswagen Cross Polo 1.5,Volkswagen,Cross,2016,Polo 1.5,Diesel,99183,"Uppal, Hyderabad",499999,
359,Hyundai Grand i10 Sports,Hyundai,Grand,2018,i10 Sports,Diesel,68350,"Uppal, Hyderabad",545000,
360,Hyundai i10 Magna 1.2,Hyundai,i10,2010,Magna 1.2,Petrol,75265,"Uppal, Hyderabad",235000,
361,MG Hector Sharp 1.5,MG,Hector,2021,Sharp 1.5,Petrol,60968,"Nagarjuna Hills, Hyderabad",1450000,
362,Maruti Suzuki Omni 5,Maruti,Suzuki,2014,Omni 5,Petrol,31964,"Uppal, Hyderabad",275000,
363,Chevrolet Beat LS Petrol,Chevrolet,Beat,2014,LS Petrol,Petrol,79764,"Uppal, Hyderabad",195000,
364,Honda City 4th Generation,Honda,City,2017,4th Generation,Diesel,83304,"Uppal, Hyderabad",790000,
365,Maruti Suzuki Wagon R,Maruti,Suzuki,2012,Wagon R,CNG,92369,"Uppal, Hyderabad",275000,
